date,product_code,customer_code,sold_quantity
01-12-2025,CRIC385D92,70002018,612
01-12-2025,CRICF950D4,70002018,1404
01-12-2025,CRIC16E55F,70002018,257
01-12-2025,CRIC02DA3C,70002018,1477
01-12-2025,CRIC98DB22,70002018,1306
01-12-2025,CRICCE879E,70002018,659
01-12-2025,CRIC372046,70002018,244
01-12-2025,CRICF6D4C2,70002018,1443
01-12-2025,CRIC7270D1,70002018,1113
01-12-2025,CRIC64B186,70002018,450
01-12-2025,CRIC2841E6,70002018,334
01-12-2025,CRIC2101AF,70002018,411
01-12-2025,CRICDB62E7,70002018,505
01-12-2025,CRICA7A3B4,70002018,1914
01-12-2025,CRICD69383,70002018,655
01-12-2025,CRIC97883A,70002018,844
01-12-2025,CRIC55A6B5,70002018,1088
01-12-2025,CRIC7A3D0A,70002018,899
01-12-2025,CRIC76C189,70002018,2021
01-12-2025,CRIC8DF8D8,70002018,2004
01-12-2025,CRIC19DC2D,70002018,454
01-12-2025,CRICAEA857,70002018,856
01-12-2025,CRIC55BF8F,70002018,1820
01-12-2025,CRICA76614,70002018,839
01-12-2025,CRIC2D7B61,70002018,1152
01-12-2025,CRICC6150F,70002018,1494
01-12-2025,CYCLDE0772,70002018,2055
01-12-2025,CYCLBD7368,70002018,2107
01-12-2025,CYCL9F921D,70002018,1597
01-12-2025,CYCL8D32DD,70002018,1486
01-12-2025,CYCL903AF1,70002018,1709
01-12-2025,CYCLB9F510,70002018,2025
01-12-2025,CYCL3A3BA9,70002018,510
01-12-2025,CYCL28EDD2,70002018,1263
01-12-2025,CYCL8D92F6,70002018,1075
01-12-2025,CYCLA4B3CA,70002018,1417
01-12-2025,FISHE20FE7,70002018,1978
01-12-2025,FISH435E84,70002018,1756
01-12-2025,FISHF83738,70002018,1413
01-12-2025,FISHC4F1E3,70002018,1728
01-12-2025,FISH9C6E1A,70002018,270
01-12-2025,FISH9DCA51,70002018,384
01-12-2025,FISHA6E17F,70002018,362
01-12-2025,FOOTDA10C6,70002018,438
01-12-2025,FOOT8B25BD,70002018,1599
01-12-2025,FOOTBCD3A9,70002018,1633
01-12-2025,FOOTC865F3,70002018,1481
01-12-2025,FOOT9DB3E4,70002018,255
01-12-2025,FOOTB533BF,70002018,868
01-12-2025,FOOT80D996,70002018,773
01-12-2025,FOOT0CD3DE,70002018,1876
01-12-2025,FOOT528FB5,70002018,952
01-12-2025,FOOT86D9A9,70002018,1359
01-12-2025,FOOT0E544D,70002018,1545
01-12-2025,FOOTF63A17,70002018,1481
01-12-2025,FOOT93E2C6,70002018,670
01-12-2025,FOOT2BAAAD,70002018,392
01-12-2025,FOOT9B3291,70002018,1758
01-12-2025,FOOT7DA9E9,70002018,1618
01-12-2025,FOOT6681B1,70002018,605
01-12-2025,FOOT2271DD,70002018,1054
01-12-2025,FOOT614FC7,70002018,442
01-12-2025,FOOT41CE85,70002018,1785
01-12-2025,FOOTC136F5,70002018,567
01-12-2025,FOOTBF1E0A,70002018,1066
01-12-2025,FOOTDD733E,70002018,1138
01-12-2025,FOOTCC8143,70002018,1130
01-12-2025,FOOTE19E1A,70002018,967
01-12-2025,FOOT3DC7AC,70002018,929
01-12-2025,FOOTE1C418,70002018,468
01-12-2025,FOOT595ABB,70002018,442
01-12-2025,FOOTB792C1,70002018,1873
01-12-2025,FOOT5F7FD6,70002018,1077
01-12-2025,FOOT347728,70002018,289
01-12-2025,FOOTFD98D3,70002018,259
01-12-2025,FOOT75A7DE,70002018,1058
01-12-2025,FOOT5FB337,70002018,1028
01-12-2025,FOOTAFD990,70002018,1294
01-12-2025,FOOT9B1B1E,70002018,776
01-12-2025,FOOTABBA46,70002018,613
01-12-2025,FOOTEC0AEA,70002018,1797
01-12-2025,FOOTF21535,70002018,563
01-12-2025,FOOT1E3E32,70002018,202
01-12-2025,FOOT71C831,70002018,236
01-12-2025,FOOT7EB7BC,70002018,1289
01-12-2025,FOOT17860D,70002018,852
01-12-2025,FOOT63FDD7,70002018,733
01-12-2025,FOOTFCA276,70002018,1951
01-12-2025,FOOTD3B001,70002018,658
01-12-2025,FOOT65813B,70002018,1963
01-12-2025,FOOT4A3199,70002018,1943
01-12-2025,FOOT424157,70002018,1490
01-12-2025,FOOT67945A,70002018,765
01-12-2025,FOOTAB35F3,70002018,1124
01-12-2025,FOOT489639,70002018,260
01-12-2025,HNDLA1722E,70002018,986
01-12-2025,HNDL03C073,70002018,1163
01-12-2025,HNDL9B1B7D,70002018,1486
01-12-2025,HNDLB5AAA4,70002018,1037
01-12-2025,HNDLCD10B6,70002018,1786
01-12-2025,HIKA1D299,70002018,1269
01-12-2025,HIK8D130E,70002018,98
01-12-2025,HIK551B1C,70002018,231
01-12-2025,HIKC3460C,70002018,43
01-12-2025,HIKF7229D,70002018,149
01-12-2025,HIK070F0B,70002018,82
01-12-2025,HIKCAC6DD,70002018,191
01-12-2025,HIK77A350,70002018,195
01-12-2025,HIK1EDFAB,70002018,149
01-12-2025,HIK36B5E7,70002018,106
01-12-2025,HIK3D8B94,70002018,129
01-12-2025,HIKBE06F0,70002018,106
01-12-2025,HIKD4C3B1,70002018,86
01-12-2025,HIK477AAF,70002018,70
01-12-2025,HIK3DF988,70002018,70
01-12-2025,HIKD36FFD,70002018,152
01-12-2025,HIKFE5678,70002018,90
01-12-2025,HIKF1C8B8,70002018,82
01-12-2025,HIKC8C113,70002018,152
01-12-2025,HIK122A22,70002018,207
01-12-2025,HIKAD4D17,70002018,43
01-12-2025,HORSE77A541,70002018,133
01-12-2025,HORSE2EEE60,70002018,145
01-12-2025,HORSE3B12B0,70002018,137
01-12-2025,HORSEAE5456,70002018,180
01-12-2025,HORSEB0E845,70002018,156
01-12-2025,HORSE63358C,70002018,207
01-12-2025,HORSEEB0E93,70002018,223
01-12-2025,HORSEE8A02C,70002018,51
01-12-2025,HORSE32EC33,70002018,234
01-12-2025,HORSE2CAEAB,70002018,51
01-12-2025,RACKD4E78B,70002018,109
01-12-2025,RACK105320,70002018,90
01-12-2025,RACK66912E,70002018,109
01-12-2025,RACKFDE19F,70002018,227
01-12-2025,RACK435CCD,70002018,215
01-12-2025,RACK3489DB,70002018,121
01-12-2025,RACK82A423,70002018,176
01-12-2025,RACK5D92A1,70002018,66
01-12-2025,RACK69205F,70002018,121
01-12-2025,ROCKC708F5,70002018,215
01-12-2025,ROCKD798F6,70002018,195
01-12-2025,ROCKF69138,70002018,51
01-12-2025,ROCK9DEEFF,70002018,66
01-12-2025,ROCKED21EA,70002018,133
01-12-2025,ROCKCC3BF4,70002018,74
01-12-2025,ROCK0F8FA1,70002018,191
01-12-2025,ROCK3F43FF,70002018,43
01-12-2025,ROCK32D5D0,70002018,43
01-12-2025,RUN2FE4D5,70002018,86
01-12-2025,RUNCF8C32,70002018,137
01-12-2025,RUNC06D4D,70002018,59
01-12-2025,RUNE665CD,70002018,231
01-12-2025,RUN6AA3AE,70002018,160
01-12-2025,RUND54C0F,70002018,55
01-12-2025,RUNA56979,70002018,55
01-12-2025,RUND6A4A7,70002018,180
01-12-2025,RUND5648C,70002018,137
01-12-2025,RUND03BFE,70002018,277
01-12-2025,RUND9B589,70002018,120
01-12-2025,RUN6DCFAC,70002018,222
01-12-2025,RUN1AB696,70002018,106
01-12-2025,RUN4820EF,70002018,236
01-12-2025,RUN339949,70002018,263
01-12-2025,RUN10A073,70002018,268
01-12-2025,RUNB90BB2,70002018,46
01-12-2025,RUN785BD8,70002018,231
01-12-2025,RUN51B03C,70002018,254
01-12-2025,RUN1D0017,70002018,259
01-12-2025,RUN192A50,70002018,51
01-12-2025,RUN5C06BF,70002018,217
01-12-2025,RUNEBBF53,70002018,199
01-12-2025,RUN907813,70002018,134
01-12-2025,SKATCB097A,70002018,222
01-12-2025,SKAT407D01,70002018,97
01-12-2025,SKAT8BFE91,70002018,245
01-12-2025,SKAT47003B,70002018,88
01-12-2025,SKAT24B8F2,70002018,125
01-12-2025,SKAT8A94D3,70002018,46
01-12-2025,SKATC23D72,70002018,240
01-12-2025,SQUA4C7DCE,70002018,203
01-12-2025,SQUA99D795,70002018,55
01-12-2025,SQUA160B6F,70002018,203
01-12-2025,SQUAA3B44A,70002018,277
01-12-2025,SQUA84B377,70002018,113
01-12-2025,SQUA732DF1,70002018,167
01-12-2025,SQUA22F29D,70002018,81
01-12-2025,SQUA82575A,70002018,131
01-12-2025,SURF56D4BF,70002018,262
01-12-2025,SURF2EBCCA,70002018,194
01-12-2025,SURF8627B1,70002018,90
01-12-2025,SURF7A248A,70002018,231
01-12-2025,SURF60F2D1,70002018,122
01-12-2025,SURFE9DE14,70002018,208
01-12-2025,SURFEB883D,70002018,190
01-12-2025,SURFF237F1,70002018,108
01-12-2025,SURF69CACC,70002018,136
01-12-2025,SWIM8BE666,70002018,267
01-12-2025,SWIM0619EB,70002018,221
01-12-2025,SWIMCA28CC,70002018,221
01-12-2025,SWIM3B2B99,70002018,127
01-12-2025,SWIM4F5CDD,70002018,158
01-12-2025,SWIMB4058D,70002018,140
01-12-2025,SWIM139E14,70002018,72
01-12-2025,SWIME2E04A,70002018,108
01-12-2025,SWIMBAC8EE,70002018,244
01-12-2025,SWIM2785E8,70002018,95
01-12-2025,SWIM8D675F,70002018,113
01-12-2025,SWIM98EEF3,70002018,167
01-12-2025,SWIM9CB0C3,70002018,99
01-12-2025,SWIM3BD53D,70002018,145
01-12-2025,SWIM684A76,70002018,181
01-12-2025,SWIM1E7A6B,70002018,118
01-12-2025,TTEN18B609,70002018,163
01-12-2025,TTEND5F06B,70002018,50
01-12-2025,TTENB506A5,70002018,108
01-12-2025,TTEND35118,70002018,167
01-12-2025,TTEN2C5F16,70002018,240
01-12-2025,TTENE14F77,70002018,140
01-12-2025,TTEN658069,70002018,106
01-12-2025,TTEN204A0C,70002018,236
01-12-2025,TTEN99E28C,70002018,166
01-12-2025,TTENE352A9,70002018,268
01-12-2025,GAMES594E41,70002018,236
01-12-2025,GAMES78D8F4,70002018,171
01-12-2025,GAMES0B9C36,70002018,125
01-12-2025,GAMESA7F5F8,70002018,153
01-12-2025,GAMES55E6CB,70002018,51
01-12-2025,GAMES62C38E,70002018,217
01-12-2025,GAMES5EF6E3,70002018,129
01-12-2025,TENN1ADD96,70002018,226
01-12-2025,TENN32F2C2,70002018,139
01-12-2025,TENN11B50C,70002018,254
01-12-2025,TENN6E46CF,70002018,74
01-12-2025,TENN6AD4AC,70002018,49
01-12-2025,TENNDCCD5A,70002018,218
01-12-2025,TENN514228,70002018,197
01-12-2025,TENN0CFFE7,70002018,132
01-12-2025,TENN391CEF,70002018,86
01-12-2025,TENN151AB9,70002018,49
01-12-2025,TENN3F4E67,70002018,247
01-12-2025,TENNF49374,70002018,127
01-12-2025,TENN0B614F,70002018,222
01-12-2025,TENN4AEBA0,70002018,193
01-12-2025,TENN506041,70002018,177
01-12-2025,TENN6C0BC2,70002018,206
01-12-2025,VOLLF0E251,70002018,119
01-12-2025,VOLLA6AAB1,70002018,1144
01-12-2025,VOLLF5D4E6,70002018,821
01-12-2025,VOLLEEC6A4,70002018,1605
01-12-2025,VOLL56AE91,70002018,2007
01-12-2025,VOLLDDFCD0,70002018,361
01-12-2025,VOLL4B8018,70002018,286
01-12-2025,WLFT9CBF85,70002018,974
01-12-2025,WLFTB0B8BE,70002018,1024
01-12-2025,WLFT5DC367,70002018,916
01-12-2025,WLFT1704AC,70002018,1136
01-12-2025,WLFT053057,70002018,485
01-12-2025,WLFT79618A,70002018,1969
01-12-2025,WLFTAE945F,70002018,1708
01-12-2025,WLFTB7DF2B,70002018,903
01-12-2025,WLFT52B261,70002018,680
01-12-2025,WLFT296A48,70002018,1720
01-12-2025,WLFT7AD84A,70002018,1321
01-12-2025,YOGA1B22A2,70002018,786
01-12-2025,YOGA6FA844,70002018,393
01-12-2025,YOGAA7E602,70002018,997
01-12-2025,YOGA46952D,70002018,595
01-12-2025,YOGA80ED66,70002018,607
01-12-2025,YOGA465ABE,70002018,454
01-12-2025,ARCHAFF0E4,90002002,630
01-12-2025,ARCH6B94F7,90002002,1593
01-12-2025,ARCH5D1FE7,90002002,1219
01-12-2025,ARCH7B49A9,90002002,1526
01-12-2025,ARCH497D34,90002002,1241
01-12-2025,ARCHE71D79,90002002,596
01-12-2025,ARCHDD8749,90002002,1100
01-12-2025,BADMC045D4,90002002,426
01-12-2025,BADM4BAB38,90002002,1775
01-12-2025,BADMDC6AB1,90002002,1385
01-12-2025,BADM50C510,90002002,657
01-12-2025,BADM2459FB,90002002,2165
01-12-2025,BADME151E6,90002002,366
01-12-2025,BADMDA5EC8,90002002,2160
01-12-2025,BADM48A260,90002002,1180
01-12-2025,BADM8FFE12,90002002,504
01-12-2025,BADM1B8332,90002002,1432
01-12-2025,BADM7E90FB,90002002,966
01-12-2025,BASK7F5383,90002002,1061
01-12-2025,BASKEE612D,90002002,2151
01-12-2025,BASK4C69DF,90002002,1132
01-12-2025,BASK9E4294,90002002,894
01-12-2025,BASKEE32E4,90002002,2065
01-12-2025,BASKE57A19,90002002,504
01-12-2025,BASK728A58,90002002,1708
01-12-2025,BASKED86BF,90002002,295
01-12-2025,BASK32528E,90002002,1080
01-12-2025,BASK984F74,90002002,638
01-12-2025,BOX8606F7,90002002,1979
01-12-2025,BOXD26891,90002002,381
01-12-2025,BOX17AD9F,90002002,2269
01-12-2025,BOXB9DCC6,90002002,1946
01-12-2025,BOX3DC0E4,90002002,1013
01-12-2025,BOX381514,90002002,271
01-12-2025,BOX386644,90002002,338
01-12-2025,BOX3A9CA9,90002002,1951
01-12-2025,BOXB0228B,90002002,1118
01-12-2025,CAMP7A5E65,90002002,1355
01-12-2025,CAMP69AF0F,90002002,1534
01-12-2025,CAMP10C410,90002002,1271
01-12-2025,CAMPECAADE,90002002,1369
01-12-2025,CAMPF24336,90002002,2214
01-12-2025,CAMPE624C8,90002002,1960
01-12-2025,CAMP11E3FA,90002002,1111
01-12-2025,CAMPCB6B05,90002002,267
01-12-2025,CAMPDFA679,90002002,1721
01-12-2025,CAMP4005E6,90002002,1552
01-12-2025,CAMPD5615D,90002002,994
01-12-2025,CRICA1EEE0,90002002,1923
01-12-2025,CRIC7723F0,90002002,952
01-12-2025,CRIC97BE68,90002002,549
01-12-2025,CRIC2716B4,90002002,1069
01-12-2025,CRIC05FECB,90002002,1508
01-12-2025,CRIC681856,90002002,500
01-12-2025,CRICBBFD56,90002002,322
01-12-2025,CRIC57FB52,90002002,1163
01-12-2025,CRIC294CD6,90002002,1500
01-12-2025,CRIC892BAA,90002002,300
01-12-2025,CRIC2AE4DF,90002002,563
01-12-2025,CRICC0D928,90002002,1263
01-12-2025,CRIC341BC8,90002002,1148
01-12-2025,CRICB9EBFF,90002002,393
01-12-2025,CRIC5B2A0F,90002002,1815
01-12-2025,CRIC2D3CF5,90002002,1237
01-12-2025,CRICC6CF02,90002002,904
01-12-2025,CRICA7893F,90002002,633
01-12-2025,CRICA5001D,90002002,474
01-12-2025,CRIC94FE34,90002002,400
01-12-2025,CRIC35B3C7,90002002,1876
01-12-2025,CRIC462BA5,90002002,1002
01-12-2025,CRICBDB8DA,90002002,1542
01-12-2025,CRIC1BA87E,90002002,1225
01-12-2025,CRIC7633A6,90002002,552
01-12-2025,CRIC8B52CE,90002002,2000
01-12-2025,CRIC538334,90002002,1242
01-12-2025,CRIC385D92,90002002,599
01-12-2025,CRICF950D4,90002002,437
01-12-2025,CRIC16E55F,90002002,377
01-12-2025,CRIC02DA3C,90002002,2111
01-12-2025,CRIC98DB22,90002002,1242
01-12-2025,CRICCE879E,90002002,728
01-12-2025,CRIC372046,90002002,1653
01-12-2025,CRICF6D4C2,90002002,1691
01-12-2025,CRIC7270D1,90002002,1242
01-12-2025,CRIC64B186,90002002,805
01-12-2025,CRIC2841E6,90002002,535
01-12-2025,CRIC2101AF,90002002,642
01-12-2025,CRICDB62E7,90002002,1006
01-12-2025,CRICA7A3B4,90002002,300
01-12-2025,CRICD69383,90002002,1610
01-12-2025,CRIC97883A,90002002,818
01-12-2025,CRIC55A6B5,90002002,1297
01-12-2025,CRIC7A3D0A,90002002,1370
01-12-2025,CRIC76C189,90002002,621
01-12-2025,CRIC8DF8D8,90002002,1220
01-12-2025,CRIC19DC2D,90002002,1571
01-12-2025,CRICAEA857,90002002,1285
01-12-2025,CRIC55BF8F,90002002,1139
01-12-2025,CRICA76614,90002002,1995
01-12-2025,CRIC2D7B61,90002002,1841
01-12-2025,CRICC6150F,90002002,1015
01-12-2025,CYCLDE0772,90002002,2102
01-12-2025,CYCLBD7368,90002002,1404
01-12-2025,CYCL9F921D,90002002,407
01-12-2025,CYCL8D32DD,90002002,852
01-12-2025,CYCL903AF1,90002002,2072
01-12-2025,CYCLB9F510,90002002,1486
01-12-2025,CYCL3A3BA9,90002002,227
01-12-2025,CYCL28EDD2,90002002,1083
01-12-2025,CYCL8D92F6,90002002,1019
01-12-2025,CYCLA4B3CA,90002002,1409
01-12-2025,FISHE20FE7,90002002,1306
01-12-2025,FISH435E84,90002002,707
01-12-2025,FISHF83738,90002002,1392
01-12-2025,FISHC4F1E3,90002002,1583
01-12-2025,FISH9C6E1A,90002002,731
01-12-2025,FISH9DCA51,90002002,1404
01-12-2025,FISHA6E17F,90002002,202
01-12-2025,FOOTDA10C6,90002002,266
01-12-2025,FOOT8B25BD,90002002,1081
01-12-2025,FOOTBCD3A9,90002002,1679
01-12-2025,FOOTC865F3,90002002,438
01-12-2025,FOOT9DB3E4,90002002,1488
01-12-2025,FOOTB533BF,90002002,1549
01-12-2025,FOOT80D996,90002002,1454
01-12-2025,FOOT0CD3DE,90002002,1534
01-12-2025,FOOT528FB5,90002002,1035
01-12-2025,FOOT86D9A9,90002002,853
01-12-2025,FOOT0E544D,90002002,898
01-12-2025,FOOTF63A17,90002002,1153
01-12-2025,FOOT93E2C6,90002002,1884
01-12-2025,FOOT2BAAAD,90002002,1188
01-12-2025,FOOT9B3291,90002002,1831
01-12-2025,FOOT7DA9E9,90002002,617
01-12-2025,FOOT6681B1,90002002,1454
01-12-2025,FOOT2271DD,90002002,651
01-12-2025,FOOT614FC7,90002002,206
01-12-2025,FOOT41CE85,90002002,556
01-12-2025,FOOTC136F5,90002002,1142
01-12-2025,FOOTBF1E0A,90002002,1005
01-12-2025,FOOTDD733E,90002002,948
01-12-2025,FOOTCC8143,90002002,1519
01-12-2025,FOOTE19E1A,90002002,1001
01-12-2025,FOOT3DC7AC,90002002,674
01-12-2025,FOOTE1C418,90002002,1100
01-12-2025,FOOT595ABB,90002002,1252
01-12-2025,FOOTB792C1,90002002,1640
01-12-2025,FOOT5F7FD6,90002002,738
01-12-2025,FOOT347728,90002002,274
01-12-2025,FOOTFD98D3,90002002,723
01-12-2025,FOOT75A7DE,90002002,274
01-12-2025,FOOT5FB337,90002002,898
01-12-2025,FOOTAFD990,90002002,419
01-12-2025,FOOT9B1B1E,90002002,1245
01-12-2025,FOOTABBA46,90002002,1435
01-12-2025,FOOTEC0AEA,90002002,1207
01-12-2025,FOOTF21535,90002002,1850
01-12-2025,FOOT1E3E32,90002002,327
01-12-2025,FOOT71C831,90002002,613
01-12-2025,FOOT7EB7BC,90002002,1273
01-12-2025,FOOT17860D,90002002,682
01-12-2025,FOOT63FDD7,90002002,930
01-12-2025,FOOTFCA276,90002002,1151
01-12-2025,FOOTD3B001,90002002,367
01-12-2025,FOOT65813B,90002002,359
01-12-2025,FOOT4A3199,90002002,1916
01-12-2025,FOOT424157,90002002,824
01-12-2025,FOOT67945A,90002002,296
01-12-2025,FOOTAB35F3,90002002,623
01-12-2025,FOOT489639,90002002,572
01-12-2025,HNDLA1722E,90002002,1731
01-12-2025,HNDL03C073,90002002,828
01-12-2025,HNDL9B1B7D,90002002,209
01-12-2025,HNDLB5AAA4,90002002,1175
01-12-2025,HNDLCD10B6,90002002,710
01-12-2025,HIKA1D299,90002002,1258
01-12-2025,HIK8D130E,90002002,66
01-12-2025,HIK551B1C,90002002,78
01-12-2025,HIKC3460C,90002002,184
01-12-2025,HIKF7229D,90002002,121
01-12-2025,HIK070F0B,90002002,59
01-12-2025,HIKCAC6DD,90002002,129
01-12-2025,HIK77A350,90002002,199
01-12-2025,HIK1EDFAB,90002002,70
01-12-2025,HIK36B5E7,90002002,203
01-12-2025,HIK3D8B94,90002002,125
01-12-2025,HIKBE06F0,90002002,55
01-12-2025,HIKD4C3B1,90002002,227
01-12-2025,HIK477AAF,90002002,195
01-12-2025,HIK3DF988,90002002,164
01-12-2025,HIKD36FFD,90002002,133
01-12-2025,HIKFE5678,90002002,63
01-12-2025,HIKF1C8B8,90002002,129
01-12-2025,HIKC8C113,90002002,59
01-12-2025,HIK122A22,90002002,184
01-12-2025,HIKAD4D17,90002002,199
01-12-2025,HORSE77A541,90002002,43
01-12-2025,HORSE2EEE60,90002002,94
01-12-2025,HORSE3B12B0,90002002,55
01-12-2025,HORSEAE5456,90002002,82
01-12-2025,HORSEB0E845,90002002,117
01-12-2025,HORSE63358C,90002002,43
01-12-2025,HORSEEB0E93,90002002,156
01-12-2025,HORSEE8A02C,90002002,74
01-12-2025,HORSE32EC33,90002002,51
01-12-2025,HORSE2CAEAB,90002002,203
01-12-2025,RACKD4E78B,90002002,141
01-12-2025,RACK105320,90002002,43
01-12-2025,RACK66912E,90002002,78
01-12-2025,RACKFDE19F,90002002,152
01-12-2025,RACK435CCD,90002002,47
01-12-2025,RACK3489DB,90002002,215
01-12-2025,RACK82A423,90002002,102
01-12-2025,RACK5D92A1,90002002,133
01-12-2025,RACK69205F,90002002,168
01-12-2025,ROCKC708F5,90002002,66
01-12-2025,ROCKD798F6,90002002,129
01-12-2025,ROCKF69138,90002002,231
01-12-2025,ROCK9DEEFF,90002002,133
01-12-2025,ROCKED21EA,90002002,160
01-12-2025,ROCKCC3BF4,90002002,180
01-12-2025,ROCK0F8FA1,90002002,195
01-12-2025,ROCK3F43FF,90002002,223
01-12-2025,ROCK32D5D0,90002002,191
01-12-2025,RUN2FE4D5,90002002,113
01-12-2025,RUNCF8C32,90002002,74
01-12-2025,RUNC06D4D,90002002,199
01-12-2025,RUNE665CD,90002002,195
01-12-2025,RUN6AA3AE,90002002,141
01-12-2025,RUND54C0F,90002002,74
01-12-2025,RUNA56979,90002002,195
01-12-2025,RUND6A4A7,90002002,59
01-12-2025,RUND5648C,90002002,109
01-12-2025,RUND03BFE,90002002,116
01-12-2025,RUND9B589,90002002,222
01-12-2025,RUN6DCFAC,90002002,153
01-12-2025,RUN1AB696,90002002,254
01-12-2025,RUN4820EF,90002002,236
01-12-2025,RUN339949,90002002,129
01-12-2025,RUN10A073,90002002,162
01-12-2025,RUNB90BB2,90002002,157
01-12-2025,RUN785BD8,90002002,51
01-12-2025,RUN51B03C,90002002,143
01-12-2025,RUN1D0017,90002002,208
01-12-2025,RUN192A50,90002002,55
01-12-2025,RUN5C06BF,90002002,217
01-12-2025,RUNEBBF53,90002002,55
01-12-2025,RUN907813,90002002,240
01-12-2025,SKATCB097A,90002002,171
01-12-2025,SKAT407D01,90002002,65
01-12-2025,SKAT8BFE91,90002002,236
01-12-2025,SKAT47003B,90002002,143
01-12-2025,SKAT24B8F2,90002002,60
01-12-2025,SKAT8A94D3,90002002,153
01-12-2025,SKATC23D72,90002002,199
01-12-2025,SQUA4C7DCE,90002002,259
01-12-2025,SQUA99D795,90002002,148
01-12-2025,SQUA160B6F,90002002,153
01-12-2025,SQUAA3B44A,90002002,185
01-12-2025,SQUA84B377,90002002,59
01-12-2025,SQUA732DF1,90002002,185
01-12-2025,SQUA22F29D,90002002,217
01-12-2025,SQUA82575A,90002002,267
01-12-2025,SURF56D4BF,90002002,99
01-12-2025,SURF2EBCCA,90002002,136
01-12-2025,SURF8627B1,90002002,212
01-12-2025,SURF7A248A,90002002,267
01-12-2025,SURF60F2D1,90002002,72
01-12-2025,SURFE9DE14,90002002,149
01-12-2025,SURFEB883D,90002002,154
01-12-2025,SURFF237F1,90002002,208
01-12-2025,SURF69CACC,90002002,271
01-12-2025,SWIM8BE666,90002002,45
01-12-2025,SWIM0619EB,90002002,86
01-12-2025,SWIMCA28CC,90002002,113
01-12-2025,SWIM3B2B99,90002002,104
01-12-2025,SWIM4F5CDD,90002002,262
01-12-2025,SWIMB4058D,90002002,68
01-12-2025,SWIM139E14,90002002,217
01-12-2025,SWIME2E04A,90002002,77
01-12-2025,SWIMBAC8EE,90002002,131
